ESTU_DEPTO_RESIDE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,ESTU_DEDICACIONINTERNET,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_CARACTER,COLE_JORNADA,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PUNT_INGLES,PUNT_GLOBAL,ESTU_FECHANACIMIENTO,ESTU_GENERO,ESTU_GENERACION-E
AMAZONAS,-,3 a 4,-,,-,No,,-,,,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,31,31,35,32,33.0,162,10/05/2001 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 1,5 a 6,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,No,No,Nunca o rara vez comemos eso,Todos o casi todos los días,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,NO APLICA,NOCHE,43,28,34,32,27.0,168,09/18/1992 12:00:00 AM,F,NO
AMAZONAS,Estrato 2,5 a 6,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Si,Si,Nunca o rara vez comemos eso,1 o 2 veces por semana,3 a 5 veces por semana,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,31,34,35,34,30.0,166,12/24/2000 12:00:00 AM,M,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 2,3 a 4,Primaria incompleta,Primaria completa,Si,No,Nunca o rara vez comemos eso,3 a 5 veces por semana,1 o 2 veces por semana,Más de 3 horas,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,59,46,41,49,44.0,242,04/03/2001 12:00:00 AM,M,GENERACION E - GRATUIDAD
AMAZONAS,Sin Estrato,3 a 4,Ninguno,Primaria incompleta,No,No,Nunca o rara vez comemos eso,3 a 5 veces por semana,1 o 2 veces por semana,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,TARDE,55,46,42,44,48.0,234,01/01/1900 12:00:00 AM,M,NO
AMAZONAS,Estrato 1,5 a 6,Técnica o tecnológica completa,Primaria incompleta,No,No,1 o 2 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,53,56,52,53,67.0,273,10/09/2002 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,-,9 o más,-,,-,Si,,-,,,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,TARDE,44,32,34,37,30.0,181,12/15/2000 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,-,,,-,,,-,,-,,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,58,56,43,44,53.0,252,12/13/2000 12:00:00 AM,M,NO
AMAZONAS,Estrato 2,3 a 4,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Si,Si,1 o 2 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,52,49,45,44,37.0,233,05/18/2002 12:00:00 AM,M,NO
AMAZONAS,Estrato 1,9 o más,No sabe,Secundaria (Bachillerato) incompleta,No,No,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,34,55,48,41,53.0,226,11/12/2002 12:00:00 AM,M,NO
AMAZONAS,Estrato 2,7 a 8,Educación profesional completa,Técnica o tecnológica completa,Si,Si,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,34,34,38,34,39.0,177,05/21/2001 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Sin Estrato,7 a 8,Ninguno,No sabe,No,No,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,40,30,32,29,33.0,164,12/06/2000 12:00:00 AM,M,GENERACION E - GRATUIDAD
AMAZONAS,Sin Estrato,3 a 4,No sabe,Técnica o tecnológica incompleta,No,Si,Todos o casi todos los días,3 a 5 veces por semana,1 o 2 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,TARDE,49,38,41,25,24.0,186,08/05/2002 12:00:00 AM,F,NO
AMAZONAS,Estrato 1,-,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,No,-,Todos o casi todos los días,Todos o casi todos los días,Nunca o rara vez comemos eso,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,58,53,48,59,67.0,277,06/10/2002 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 1,1 a 2,Secundaria (Bachillerato) completa,Ninguno,No,No,Nunca o rara vez comemos eso,Todos o casi todos los días,3 a 5 veces por semana,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,TARDE,44,43,38,40,48.0,209,07/25/2001 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 2,9 o más,Primaria completa,Primaria completa,No,Si,Nunca o rara vez comemos eso,1 o 2 veces por semana,1 o 2 veces por semana,Entre 1 y 3 horas,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,31,38,32,35,27.0,167,09/30/1999 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 3,9 o más,No sabe,Educación profesional completa,Si,Si,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Más de 3 horas,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,UNICA,36,33,30,35,29.0,166,11/04/2002 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 1,3 a 4,Primaria incompleta,Ninguno,No,No,1 o 2 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,39,27,33,28,32.0,159,08/23/1993 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 2,3 a 4,Secundaria (Bachillerato) incompleta,Técnica o tecnológica completa,No,No,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,UNICA,45,38,38,28,44.0,189,09/10/2000 12:00:00 AM,F,NO
AMAZONAS,-,,,-,,,-,,-,,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,UNICA,48,39,47,33,34.0,206,06/07/2001 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 1,5 a 6,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,No,No,3 a 5 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,TARDE,39,40,40,34,42.0,193,09/23/2002 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 3,9 o más,No sabe,Secundaria (Bachillerato) completa,No,Si,3 a 5 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,TARDE,48,33,35,30,30.0,180,11/03/2001 12:00:00 AM,F,NO
AMAZONAS,Estrato 3,5 a 6,Técnica o tecnológica completa,Técnica o tecnológica completa,Si,Si,Todos o casi todos los días,Todos o casi todos los días,Nunca o rara vez comemos eso,Más de 3 horas,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,57,59,50,44,42.0,258,06/19/2001 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Sin Estrato,7 a 8,Técnica o tecnológica incompleta,Postgrado,Si,Si,1 o 2 veces por semana,Todos o casi todos los días,Todos o casi todos los días,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,62,54,57,58,64.0,291,11/20/2001 12:00:00 AM,F,NO
AMAZONAS,-,,,-,,,-,,-,,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,NOCHE,37,28,37,33,30.0,167,11/28/1989 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Sin Estrato,5 a 6,Primaria incompleta,Primaria incompleta,No,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,ACADÉMICO,COMPLETA,39,30,37,23,27.0,159,11/12/1999 12:00:00 AM,M,NO
AMAZONAS,-,9 o más,-,,-,No,,-,,,MIXTO,OFICIAL,A,ACADÉMICO,COMPLETA,42,43,38,35,35.0,196,02/13/2000 12:00:00 AM,M,NO
AMAZONAS,Estrato 1,5 a 6,Primaria incompleta,Primaria incompleta,No,No,1 o 2 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,36,51,44,30,28.0,197,07/23/1998 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,-,,,-,,,-,,-,,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,UNICA,56,59,55,58,52.0,283,10/12/2001 12:00:00 AM,M,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 1,5 a 6,Primaria completa,Secundaria (Bachillerato) completa,No,No,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,UNICA,55,57,41,43,38.0,241,12/08/2002 12:00:00 AM,M,NO
AMAZONAS,Estrato 2,3 a 4,Postgrado,Secundaria (Bachillerato) completa,No,Si,3 a 5 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,Entre 1 y 3 horas,MIXTO,NO OFICIAL,A,ACADÉMICO,MAÑANA,51,56,45,43,60.0,248,01/12/2003 12:00:00 AM,M,NO
AMAZONAS,Estrato 2,3 a 4,Secundaria (Bachillerato) completa,Educación profesional completa,Si,No,3 a 5 veces por semana,3 a 5 veces por semana,Todos o casi todos los días,Entre 30 y 60 minutos,MIXTO,NO OFICIAL,A,ACADÉMICO,MAÑANA,63,59,59,64,81.0,314,03/19/2003 12:00:00 AM,M,NO
AMAZONAS,Estrato 3,7 a 8,Técnica o tecnológica completa,Técnica o tecnológica completa,No,No,1 o 2 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,53,56,52,42,49.0,253,10/18/2001 12:00:00 AM,M,NO
AMAZONAS,Sin Estrato,5 a 6,Primaria completa,Ninguno,No,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,1 o 2 veces por semana,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,45,46,41,39,38.0,212,08/08/1999 12:00:00 AM,M,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 2,9 o más,Primaria incompleta,Secundaria (Bachillerato) completa,Si,No,-,3 a 5 veces por semana,1 o 2 veces por semana,Entre 1 y 3 horas,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,43,26,34,33,34.0,170,09/02/1999 12:00:00 AM,M,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 1,3 a 4,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,No,Si,1 o 2 veces por semana,1 o 2 veces por semana,3 a 5 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,TARDE,42,42,37,31,38.0,190,03/24/2003 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 3,7 a 8,Primaria completa,Secundaria (Bachillerato) completa,No,No,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,UNICA,45,42,41,37,43.0,207,09/23/2002 12:00:00 AM,F,NO
AMAZONAS,Estrato 1,3 a 4,Secundaria (Bachillerato) incompleta,Primaria completa,-,-,1 o 2 veces por semana,-,1 o 2 veces por semana,Entre 1 y 3 horas,MIXTO,OFICIAL,A,ACADÉMICO,COMPLETA,36,29,35,36,23.0,166,12/15/1978 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,-,3 a 4,-,,-,No,,-,,,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,53,60,52,62,41.0,278,01/03/2003 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 2,9 o más,Primaria completa,Secundaria (Bachillerato) completa,No,No,Nunca o rara vez comemos eso,Todos o casi todos los días,3 a 5 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,37,30,41,23,36.0,165,11/06/2000 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 2,3 a 4,No sabe,Primaria incompleta,No,Si,1 o 2 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,UNICA,46,37,32,36,50.0,193,04/02/2004 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 2,7 a 8,Secundaria (Bachillerato) incompleta,Primaria incompleta,No,No,Todos o casi todos los días,Todos o casi todos los días,1 o 2 veces por semana,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,UNICA,59,59,52,61,56.0,288,11/22/2002 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 4,3 a 4,Educación profesional completa,Secundaria (Bachillerato) completa,Si,Si,Todos o casi todos los días,3 a 5 veces por semana,3 a 5 veces por semana,Entre 30 y 60 minutos,MIXTO,NO OFICIAL,A,NO APLICA,COMPLETA,60,71,57,53,69.0,305,12/20/2002 12:00:00 AM,M,NO
AMAZONAS,Estrato 2,5 a 6,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,No,No,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,40,46,39,37,40.0,202,06/15/1996 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Sin Estrato,5 a 6,Educación profesional completa,Técnica o tecnológica completa,No,Si,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Más de 3 horas,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,58,51,44,43,45.0,243,03/08/2003 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 4,3 a 4,Primaria completa,Primaria incompleta,Si,No,1 o 2 veces por semana,3 a 5 veces por semana,Nunca o rara vez comemos eso,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,NOCHE,33,33,32,31,28.0,160,02/07/2001 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Sin Estrato,5 a 6,Primaria incompleta,Secundaria (Bachillerato) completa,No,No,Nunca o rara vez comemos eso,Todos o casi todos los días,1 o 2 veces por semana,No Navega Internet,MIXTO,OFICIAL,A,ACADÉMICO,COMPLETA,50,46,42,46,39.0,227,11/20/2001 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 3,5 a 6,Educación profesional completa,Educación profesional completa,Si,Si,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Entre 1 y 3 horas,MIXTO,NO OFICIAL,A,NO APLICA,COMPLETA,59,49,42,62,63.0,269,07/14/2002 12:00:00 AM,F,NO
AMAZONAS,Estrato 1,7 a 8,Primaria incompleta,Primaria incompleta,No,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,Nunca o rara vez comemos eso,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,48,39,45,36,37.0,208,02/08/2000 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 3,3 a 4,Secundaria (Bachillerato) completa,Primaria incompleta,No,No,1 o 2 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,UNICA,57,55,51,53,45.0,267,03/21/2001 12:00:00 AM,F,NO
AMAZONAS,Estrato 1,3 a 4,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,No,No,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,UNICA,46,52,45,36,31.0,218,03/09/2003 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 1,3 a 4,Primaria completa,Primaria completa,No,No,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,30 minutos o menos,MIXTO,OFICIAL,A,ACADÉMICO,COMPLETA,33,28,32,32,30.0,156,07/30/2001 12:00:00 AM,M,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 1,5 a 6,Ninguno,Secundaria (Bachillerato) incompleta,No,No,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,TARDE,38,34,31,31,36.0,168,06/13/2001 12:00:00 AM,M,NO
AMAZONAS,Estrato 1,5 a 6,Primaria completa,Primaria incompleta,No,No,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Más de 3 horas,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,46,44,35,38,34.0,201,05/10/2001 12:00:00 AM,M,NO
AMAZONAS,Estrato 1,3 a 4,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,No,No,1 o 2 veces por semana,1 o 2 veces por semana,Nunca o rara vez comemos eso,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,UNICA,57,43,50,51,45.0,249,01/12/2003 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 2,5 a 6,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,No,Si,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,39,35,40,40,58.0,200,11/22/2002 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 1,3 a 4,Primaria incompleta,Secundaria (Bachillerato) completa,No,No,1 o 2 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,45,46,54,46,37.0,235,04/20/2000 12:00:00 AM,M,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 1,3 a 4,Primaria incompleta,Primaria incompleta,No,No,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,ACADÉMICO,COMPLETA,46,49,38,37,36.0,210,12/30/1999 12:00:00 AM,M,NO
AMAZONAS,Estrato 1,5 a 6,No sabe,Secundaria (Bachillerato) completa,No,No,Nunca o rara vez comemos eso,3 a 5 veces por semana,Nunca o rara vez comemos eso,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,UNICA,56,45,44,48,55.0,244,04/20/2002 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Sin Estrato,9 o más,Secundaria (Bachillerato) incompleta,Primaria completa,No,No,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,TARDE,36,33,36,33,32.0,172,06/20/2002 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 3,5 a 6,Secundaria (Bachillerato) completa,Primaria completa,No,No,Todos o casi todos los días,1 o 2 veces por semana,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,32,41,43,30,30.0,180,03/05/2001 12:00:00 AM,M,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 1,3 a 4,Ninguno,Secundaria (Bachillerato) completa,No,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,Nunca o rara vez comemos eso,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,UNICA,45,48,47,43,50.0,230,02/24/2002 12:00:00 AM,M,GENERACION E - GRATUIDAD
AMAZONAS,Sin Estrato,9 o más,Primaria incompleta,Ninguno,No,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,42,28,33,24,28.0,157,03/10/2000 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 2,7 a 8,Primaria incompleta,Primaria incompleta,Si,Si,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,49,42,42,37,51.0,216,07/16/2002 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,-,,,-,No,No,,-,,-,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,NOCHE,36,33,30,30,39.0,164,09/26/2001 12:00:00 AM,F,NO
AMAZONAS,Estrato 1,5 a 6,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,No,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,Nunca o rara vez comemos eso,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,48,44,48,37,44.0,221,10/27/2001 12:00:00 AM,F,GENERACION E - GRATUIDAD
AMAZONAS,Sin Estrato,1 a 2,Primaria incompleta,Primaria incompleta,No,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,44,47,40,48,42.0,223,05/26/1974 12:00:00 AM,M,GENERACION E - GRATUIDAD
AMAZONAS,Estrato 5,1 a 2,Primaria completa,Secundaria (Bachillerato) incompleta,No,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,1 o 2 veces por semana,-,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,36,29,35,30,35.0,163,06/06/2000 12:00:00 AM,F,NO
AMAZONAS,Estrato 1,9 o más,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,No,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,Nunca o rara vez comemos eso,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,NOCHE,43,25,34,29,22.0,160,07/12/1991 12:00:00 AM,F,GENERACION E - GRATUIDAD
