ESTU_DEPTO_RESIDE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,ESTU_DEDICACIONINTERNET,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_CARACTER,COLE_JORNADA,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PUNT_INGLES,PUNT_GLOBAL,ESTU_FECHANACIMIENTO,ESTU_GENERO,ESTU_GENERACION-E
VICHADA,Estrato 1,7 a 8,Primaria completa,Secundaria (Bachillerato) completa,No,No,Nunca o rara vez comemos eso,3 a 5 veces por semana,1 o 2 veces por semana,Más de 3 horas,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,49,21,36,29,39.0,171,09/27/1996 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,Estrato 1,3 a 4,Ninguno,Primaria completa,No,No,Nunca o rara vez comemos eso,Todos o casi todos los días,1 o 2 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,38,28,42,32,31.0,173,08/03/1999 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,Estrato 1,3 a 4,Primaria incompleta,Ninguno,No,No,Nunca o rara vez comemos eso,Todos o casi todos los días,3 a 5 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO,NOCHE,46,36,39,38,29.0,195,01/12/1982 12:00:00 AM,F,NO
VICHADA,Estrato 2,3 a 4,Secundaria (Bachillerato) incompleta,Técnica o tecnológica incompleta,Si,No,3 a 5 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,60,39,47,50,41.0,242,12/08/2001 12:00:00 AM,F,NO
VICHADA,Estrato 1,3 a 4,Secundaria (Bachillerato) incompleta,Técnica o tecnológica completa,No,Si,Nunca o rara vez comemos eso,1 o 2 veces por semana,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,51,57,50,40,42.0,245,11/26/2001 12:00:00 AM,F,GENERACION E - GRATUIDAD
VICHADA,Estrato 2,1 a 2,Primaria completa,Educación profesional completa,No,Si,1 o 2 veces por semana,Todos o casi todos los días,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,46,50,48,41,51.0,233,11/21/2001 12:00:00 AM,F,NO
VICHADA,Estrato 5,5 a 6,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,No,Si,1 o 2 veces por semana,Nunca o rara vez comemos eso,1 o 2 veces por semana,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,53,46,46,50,46.0,243,03/03/2002 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,Sin Estrato,9 o más,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,No,No,Nunca o rara vez comemos eso,-,3 a 5 veces por semana,No Navega Internet,MIXTO,OFICIAL,A,NO APLICA,COMPLETA,28,35,29,32,31.0,155,11/16/1998 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,Sin Estrato,3 a 4,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,No,Si,1 o 2 veces por semana,3 a 5 veces por semana,Todos o casi todos los días,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO,MAÑANA,66,56,59,57,46.0,292,02/21/2002 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,Estrato 2,3 a 4,Secundaria (Bachillerato) incompleta,Técnica o tecnológica completa,Si,Si,Nunca o rara vez comemos eso,3 a 5 veces por semana,Nunca o rara vez comemos eso,30 minutos o menos,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,49,45,47,41,57.0,232,09/12/2002 12:00:00 AM,M,NO
VICHADA,Estrato 2,3 a 4,Educación profesional incompleta,Secundaria (Bachillerato) completa,No,Si,3 a 5 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,65,64,53,50,52.0,288,10/29/2002 12:00:00 AM,M,NO
VICHADA,Estrato 2,5 a 6,Educación profesional completa,Educación profesional completa,No,Si,3 a 5 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,76,68,71,72,65.0,356,02/05/2003 12:00:00 AM,M,GENERACION E - EXCELENCIA DEPARTAMENTAL
VICHADA,Estrato 1,7 a 8,Primaria completa,Primaria incompleta,No,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,Nunca o rara vez comemos eso,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO,MAÑANA,45,48,42,48,44.0,228,11/01/1999 12:00:00 AM,M,NO
VICHADA,Estrato 1,3 a 4,No Aplica,Primaria incompleta,No,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,3 a 5 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,NO APLICA,COMPLETA,45,40,40,41,51.0,211,05/01/1999 12:00:00 AM,F,NO
VICHADA,Estrato 1,7 a 8,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,No,No,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,62,52,45,50,49.0,260,06/22/2002 12:00:00 AM,F,GENERACION E - GRATUIDAD
VICHADA,Sin Estrato,3 a 4,Primaria completa,Primaria completa,No,No,1 o 2 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,48,40,46,30,37.0,203,08/27/2001 12:00:00 AM,F,GENERACION E - GRATUIDAD
VICHADA,Estrato 1,9 o más,Ninguno,Ninguno,No,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO,NOCHE,30,39,33,29,36.0,165,09/02/1994 12:00:00 AM,F,GENERACION E - GRATUIDAD
VICHADA,Sin Estrato,9 o más,Primaria incompleta,Ninguno,No,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,Nunca o rara vez comemos eso,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO,NOCHE,41,44,39,40,40.0,205,08/06/1999 12:00:00 AM,F,NO
VICHADA,Estrato 1,5 a 6,No sabe,Primaria incompleta,No,No,Todos o casi todos los días,3 a 5 veces por semana,3 a 5 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,55,52,49,52,55.0,261,02/23/2003 12:00:00 AM,F,NO
VICHADA,Estrato 1,5 a 6,Primaria incompleta,Secundaria (Bachillerato) completa,No,Si,3 a 5 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO,MAÑANA,61,61,59,40,55.0,276,09/20/2002 12:00:00 AM,F,GENERACION E - GRATUIDAD
VICHADA,Estrato 1,5 a 6,Ninguno,Primaria incompleta,No,No,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO,MAÑANA,55,33,36,56,39.0,223,12/25/1999 12:00:00 AM,F,GENERACION E - GRATUIDAD
VICHADA,Sin Estrato,3 a 4,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,No,Si,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,41,32,34,26,41.0,169,12/31/2000 12:00:00 AM,F,NO
VICHADA,Estrato 1,3 a 4,Primaria incompleta,Primaria completa,No,No,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,49,44,35,37,38.0,205,11/28/2000 12:00:00 AM,F,GENERACION E - GRATUIDAD
VICHADA,Estrato 1,3 a 4,Educación profesional incompleta,Primaria completa,No,No,3 a 5 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO,NOCHE,52,41,44,48,40.0,229,11/28/2000 12:00:00 AM,F,NO
VICHADA,Estrato 5,5 a 6,Primaria incompleta,Secundaria (Bachillerato) completa,No,Si,Todos o casi todos los días,1 o 2 veces por semana,1 o 2 veces por semana,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO,MAÑANA,35,41,37,33,31.0,180,11/04/2001 12:00:00 AM,M,NO
VICHADA,Estrato 3,3 a 4,Educación profesional completa,Educación profesional completa,No,Si,1 o 2 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO,MAÑANA,52,40,49,44,51.0,233,01/06/2003 12:00:00 AM,M,NO
VICHADA,Sin Estrato,7 a 8,-,Primaria incompleta,No,No,Todos o casi todos los días,3 a 5 veces por semana,1 o 2 veces por semana,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO,MAÑANA,39,42,33,41,34.0,192,09/29/1999 12:00:00 AM,M,NO
VICHADA,Estrato 2,3 a 4,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,No,Si,Todos o casi todos los días,Todos o casi todos los días,3 a 5 veces por semana,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,56,58,51,42,41.0,255,04/07/2001 12:00:00 AM,F,GENERACION E - GRATUIDAD
VICHADA,Estrato 2,5 a 6,No sabe,Primaria completa,Si,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,50,55,51,38,32.0,236,08/07/2000 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,Estrato 1,3 a 4,No sabe,Secundaria (Bachillerato) completa,Si,No,Todos o casi todos los días,Todos o casi todos los días,1 o 2 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,55,51,44,38,41.0,233,11/01/2002 12:00:00 AM,M,NO
VICHADA,Sin Estrato,1 a 2,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,No,No,3 a 5 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,44,54,48,38,41.0,228,05/28/2001 12:00:00 AM,F,NO
VICHADA,Estrato 1,5 a 6,Primaria completa,Primaria completa,Si,Si,Todos o casi todos los días,1 o 2 veces por semana,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,34,29,29,26,35.0,150,11/20/1998 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,Estrato 1,9 o más,Ninguno,Ninguno,No,No,Todos o casi todos los días,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,30 minutos o menos,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,23,30,30,31,28.0,142,08/18/1989 12:00:00 AM,M,NO
VICHADA,-,9 o más,-,,-,Si,,-,,,MIXTO,OFICIAL,A,TÉCNICO,NOCHE,45,49,34,39,42.0,209,08/23/1996 12:00:00 AM,F,GENERACION E - GRATUIDAD
VICHADA,Estrato 1,3 a 4,Ninguno,Primaria incompleta,No,No,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,61,60,40,36,38.0,242,02/23/2001 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,Estrato 1,5 a 6,Primaria incompleta,Secundaria (Bachillerato) completa,No,No,3 a 5 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,58,55,57,61,53.0,287,11/09/2001 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,Estrato 1,3 a 4,Técnica o tecnológica completa,Educación profesional completa,Si,Si,1 o 2 veces por semana,Todos o casi todos los días,Todos o casi todos los días,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO,MAÑANA,64,61,63,55,70.0,307,09/12/2003 12:00:00 AM,F,GENERACION E - GRATUIDAD
VICHADA,Estrato 3,-,No sabe,Técnica o tecnológica completa,No,-,1 o 2 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,Entre 1 y 3 horas,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,69,67,56,36,57.0,285,11/14/2003 12:00:00 AM,F,NO
VICHADA,Estrato 3,7 a 8,Técnica o tecnológica completa,Secundaria (Bachillerato) incompleta,Si,No,1 o 2 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,No Navega Internet,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,49,39,44,40,50.0,218,06/09/2001 12:00:00 AM,F,NO
VICHADA,Sin Estrato,3 a 4,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,No,Si,3 a 5 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO,MAÑANA,57,55,53,54,40.0,268,04/22/2003 12:00:00 AM,F,GENERACION E - GRATUIDAD
VICHADA,Estrato 1,9 o más,Ninguno,Secundaria (Bachillerato) incompleta,No,No,1 o 2 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,49,47,54,37,36.0,230,10/28/2002 12:00:00 AM,M,NO
VICHADA,Estrato 4,5 a 6,Secundaria (Bachillerato) completa,Primaria incompleta,Si,Si,1 o 2 veces por semana,Todos o casi todos los días,Todos o casi todos los días,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,53,52,54,44,44.0,251,04/16/2001 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,Estrato 1,5 a 6,No sabe,Educación profesional completa,No,Si,3 a 5 veces por semana,3 a 5 veces por semana,Todos o casi todos los días,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO,MAÑANA,51,54,46,32,43.0,228,01/08/2003 12:00:00 AM,F,NO
VICHADA,Sin Estrato,5 a 6,Primaria incompleta,Primaria incompleta,No,No,Nunca o rara vez comemos eso,3 a 5 veces por semana,1 o 2 veces por semana,No Navega Internet,MIXTO,OFICIAL,A,NO APLICA,COMPLETA,40,43,44,33,28.0,195,03/17/2002 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,Estrato 1,3 a 4,Educación profesional incompleta,Secundaria (Bachillerato) completa,Si,Si,3 a 5 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,67,77,69,56,58.0,333,01/09/2003 12:00:00 AM,M,GENERACION E - EXCELENCIA DEPARTAMENTAL
VICHADA,Estrato 1,1 a 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Si,No,3 a 5 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,58,67,56,55,42.0,288,06/02/2002 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,Estrato 2,5 a 6,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,No,No,1 o 2 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,63,61,63,59,59.0,307,03/25/2003 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,Estrato 2,5 a 6,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Si,Si,1 o 2 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,Más de 3 horas,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,68,57,55,61,57.0,300,09/04/2002 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,Estrato 1,3 a 4,Secundaria (Bachillerato) completa,Técnica o tecnológica incompleta,No,Si,3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,58,56,52,59,45.0,277,05/21/2004 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,-,7 a 8,-,,-,No,,-,,,MIXTO,OFICIAL,A,TÉCNICO,MAÑANA,54,51,48,51,32.0,248,09/28/2002 12:00:00 AM,F,GENERACION E - GRATUIDAD
VICHADA,Estrato 3,5 a 6,Educación profesional incompleta,Técnica o tecnológica completa,Si,Si,1 o 2 veces por semana,Todos o casi todos los días,Todos o casi todos los días,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,53,55,54,53,53.0,268,08/13/2002 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,Estrato 1,5 a 6,No sabe,Primaria incompleta,Si,Si,Todos o casi todos los días,Todos o casi todos los días,1 o 2 veces por semana,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO,MAÑANA,62,58,54,52,53.0,281,02/01/2003 12:00:00 AM,F,NO
VICHADA,Estrato 1,5 a 6,No Aplica,Técnica o tecnológica completa,No,Si,1 o 2 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,54,49,52,54,49.0,260,01/04/2000 12:00:00 AM,M,NO
VICHADA,Estrato 1,3 a 4,Primaria incompleta,Primaria incompleta,No,Si,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO,MAÑANA,42,43,42,34,37.0,200,11/02/2000 12:00:00 AM,F,GENERACION E - GRATUIDAD
VICHADA,Estrato 1,3 a 4,Primaria completa,Primaria incompleta,No,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO,NOCHE,30,25,36,44,40.0,171,07/31/1981 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,Sin Estrato,7 a 8,Ninguno,Primaria completa,No,No,1 o 2 veces por semana,Todos o casi todos los días,Nunca o rara vez comemos eso,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO,MAÑANA,40,42,36,44,39.0,202,10/20/2000 12:00:00 AM,F,GENERACION E - GRATUIDAD
VICHADA,-,5 a 6,-,,-,-,,-,,,MIXTO,OFICIAL,A,TÉCNICO,NOCHE,32,33,25,31,24.0,149,05/29/1998 12:00:00 AM,F,GENERACION E - GRATUIDAD
VICHADA,Estrato 1,3 a 4,Primaria incompleta,Ninguno,No,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,Nunca o rara vez comemos eso,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO,MAÑANA,38,41,47,33,46.0,201,08/18/2000 12:00:00 AM,F,GENERACION E - GRATUIDAD
VICHADA,Estrato 2,5 a 6,Secundaria (Bachillerato) completa,Postgrado,No,No,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO,MAÑANA,55,66,52,58,55.0,288,06/26/2003 12:00:00 AM,F,NO
VICHADA,Sin Estrato,7 a 8,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,No,No,3 a 5 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO,COMPLETA,42,50,48,37,41.0,220,06/16/2001 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,Estrato 1,7 a 8,Primaria incompleta,Primaria incompleta,No,No,3 a 5 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,NO APLICA,COMPLETA,52,41,43,54,38.0,234,12/04/2001 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,Sin Estrato,5 a 6,No sabe,Secundaria (Bachillerato) completa,Si,No,Nunca o rara vez comemos eso,3 a 5 veces por semana,1 o 2 veces por semana,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO,MAÑANA,40,41,39,46,37.0,206,12/08/1998 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,Estrato 1,3 a 4,Primaria incompleta,Primaria incompleta,No,No,1 o 2 veces por semana,Nunca o rara vez comemos eso,1 o 2 veces por semana,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO,NOCHE,48,46,46,47,45.0,233,05/23/1993 12:00:00 AM,M,GENERACION E - GRATUIDAD
VICHADA,Estrato 1,3 a 4,Primaria incompleta,Postgrado,No,Si,1 o 2 veces por semana,Todos o casi todos los días,Todos o casi todos los días,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,69,44,55,50,58.0,274,05/11/2001 12:00:00 AM,M,GENERACION E - GRATUIDAD
