ESTU_DEPTO_RESIDE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,ESTU_DEDICACIONINTERNET,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_CARACTER,COLE_JORNADA,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,PUNT_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PUNT_INGLES,PUNT_GLOBAL,ESTU_FECHANACIMIENTO,ESTU_GENERO,ESTU_GENERACION-E
GUAINIA,Estrato 3,7 a 8,Secundaria (Bachillerato) completa,Educación profesional incompleta,Si,Si,Todos o casi todos los días,1 o 2 veces por semana,Todos o casi todos los días,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,NOCHE,47,44,39,36,48.0,210,11/29/1996 12:00:00 AM,F,GENERACION E - GRATUIDAD
GUAINIA,Estrato 1,5 a 6,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,No,No,-,3 a 5 veces por semana,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,48,55,50,48,43.0,248,06/09/2003 12:00:00 AM,F,NO
GUAINIA,Sin Estrato,7 a 8,Primaria incompleta,Ninguno,No,No,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,47,43,53,50,44.0,240,10/14/1998 12:00:00 AM,M,GENERACION E - GRATUIDAD
GUAINIA,Sin Estrato,5 a 6,Educación profesional completa,Primaria completa,No,No,3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,55,32,42,40,49.0,214,03/19/2001 12:00:00 AM,M,NO
GUAINIA,Estrato 1,9 o más,Primaria incompleta,Primaria incompleta,No,No,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,37,36,36,45,40.0,193,12/01/1997 12:00:00 AM,M,GENERACION E - GRATUIDAD
GUAINIA,Estrato 3,5 a 6,Secundaria (Bachillerato) completa,Educación profesional completa,No,Si,1 o 2 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,55,52,51,59,53.0,271,12/27/2002 12:00:00 AM,F,NO
GUAINIA,Estrato 1,3 a 4,Primaria completa,Secundaria (Bachillerato) completa,No,No,1 o 2 veces por semana,Todos o casi todos los días,Nunca o rara vez comemos eso,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,51,52,44,47,50.0,243,10/13/1999 12:00:00 AM,F,NO
GUAINIA,Estrato 2,5 a 6,Secundaria (Bachillerato) completa,Primaria incompleta,No,No,1 o 2 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,46,51,46,44,40.0,231,08/23/2002 12:00:00 AM,M,GENERACION E - GRATUIDAD
GUAINIA,Sin Estrato,3 a 4,Primaria incompleta,Primaria incompleta,Si,No,1 o 2 veces por semana,1 o 2 veces por semana,Nunca o rara vez comemos eso,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,36,29,36,33,44.0,172,09/24/1997 12:00:00 AM,M,GENERACION E - GRATUIDAD
GUAINIA,Estrato 1,5 a 6,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Si,Si,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,55,52,39,46,52.0,242,08/20/1999 12:00:00 AM,M,GENERACION E - GRATUIDAD
GUAINIA,Estrato 1,5 a 6,Secundaria (Bachillerato) incompleta,Primaria incompleta,No,No,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,41,47,42,37,33.0,205,11/16/2001 12:00:00 AM,M,GENERACION E - GRATUIDAD
GUAINIA,Estrato 5,5 a 6,Primaria incompleta,Secundaria (Bachillerato) incompleta,Si,Si,Todos o casi todos los días,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,50,63,45,40,48.0,247,06/11/2003 12:00:00 AM,M,NO
GUAINIA,Estrato 1,5 a 6,Primaria completa,Primaria completa,No,No,Nunca o rara vez comemos eso,Todos o casi todos los días,Nunca o rara vez comemos eso,Más de 3 horas,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,35,25,28,24,33.0,142,10/25/1996 12:00:00 AM,M,GENERACION E - GRATUIDAD
GUAINIA,Estrato 1,3 a 4,No sabe,Educación profesional completa,No,No,1 o 2 veces por semana,Todos o casi todos los días,1 o 2 veces por semana,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,62,72,63,64,69.0,328,01/27/2003 12:00:00 AM,M,GENERACION E - EXCELENCIA DEPARTAMENTAL
GUAINIA,Estrato 1,5 a 6,Primaria incompleta,Primaria incompleta,No,No,1 o 2 veces por semana,1 o 2 veces por semana,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,47,55,47,49,35.0,242,03/31/2002 12:00:00 AM,F,GENERACION E - GRATUIDAD
GUAINIA,Estrato 2,5 a 6,Educación profesional completa,Educación profesional completa,No,No,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,37,39,35,28,32.0,173,12/25/1997 12:00:00 AM,M,NO
GUAINIA,Estrato 6,5 a 6,Técnica o tecnológica completa,Educación profesional completa,No,No,Nunca o rara vez comemos eso,3 a 5 veces por semana,3 a 5 veces por semana,No Navega Internet,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,33,32,31,32,29.0,159,01/24/1986 12:00:00 AM,F,GENERACION E - GRATUIDAD
GUAINIA,Sin Estrato,1 a 2,No sabe,No sabe,No,No,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,No Navega Internet,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,37,33,36,28,31.0,167,02/03/1999 12:00:00 AM,F,GENERACION E - GRATUIDAD
GUAINIA,Estrato 1,7 a 8,Secundaria (Bachillerato) completa,Primaria incompleta,No,No,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,30,34,36,41,42.0,179,03/27/2000 12:00:00 AM,F,GENERACION E - GRATUIDAD
GUAINIA,Estrato 2,3 a 4,No Aplica,Primaria completa,No,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,Todos o casi todos los días,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,42,38,46,31,44.0,198,10/20/2000 12:00:00 AM,F,NO
GUAINIA,Estrato 2,3 a 4,Técnica o tecnológica completa,Educación profesional completa,Si,Si,1 o 2 veces por semana,3 a 5 veces por semana,Nunca o rara vez comemos eso,Entre 1 y 3 horas,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,60,67,57,54,62.0,298,03/27/2002 12:00:00 AM,M,NO
GUAINIA,Sin Estrato,5 a 6,Primaria completa,Secundaria (Bachillerato) completa,No,No,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,1 o 2 veces por semana,No Navega Internet,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,33,34,34,30,38.0,166,08/03/1995 12:00:00 AM,M,GENERACION E - GRATUIDAD
GUAINIA,Sin Estrato,5 a 6,Primaria incompleta,Primaria incompleta,No,No,1 o 2 veces por semana,3 a 5 veces por semana,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,36,31,38,28,29.0,165,03/12/2000 12:00:00 AM,M,GENERACION E - GRATUIDAD
GUAINIA,Estrato 3,7 a 8,Secundaria (Bachillerato) incompleta,Primaria completa,Si,Si,1 o 2 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,Más de 3 horas,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,48,65,59,66,60.0,298,02/20/2000 12:00:00 AM,M,NO
GUAINIA,Estrato 1,5 a 6,No Aplica,No Aplica,No,No,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,44,30,35,31,31.0,173,08/16/2000 12:00:00 AM,M,NO
GUAINIA,Estrato 2,5 a 6,Secundaria (Bachillerato) completa,Primaria completa,No,Si,Nunca o rara vez comemos eso,Todos o casi todos los días,3 a 5 veces por semana,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,70,65,44,59,54.0,295,11/28/2002 12:00:00 AM,M,NO
GUAINIA,-,,,-,,,-,,-,,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,40,30,34,35,50.0,180,07/12/1997 12:00:00 AM,M,GENERACION E - GRATUIDAD
GUAINIA,Sin Estrato,9 o más,Primaria incompleta,Primaria completa,No,No,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,35,48,34,31,40.0,186,01/10/1999 12:00:00 AM,M,GENERACION E - GRATUIDAD
GUAINIA,Sin Estrato,5 a 6,No sabe,Ninguno,No,No,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,SABATINA,34,42,39,39,36.0,192,02/28/1995 12:00:00 AM,F,NO
GUAINIA,Estrato 1,9 o más,Secundaria (Bachillerato) incompleta,Primaria completa,No,No,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,NOCHE,52,48,50,52,49.0,252,06/24/1994 12:00:00 AM,F,GENERACION E - GRATUIDAD
GUAINIA,-,9 o más,-,,-,No,,-,,,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,38,36,35,31,35.0,175,07/03/1996 12:00:00 AM,F,GENERACION E - GRATUIDAD
GUAINIA,Estrato 2,3 a 4,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,Si,No,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Entre 1 y 3 horas,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,58,50,42,47,55.0,248,07/08/2003 12:00:00 AM,F,GENERACION E - GRATUIDAD
GUAINIA,Estrato 2,3 a 4,Primaria incompleta,Secundaria (Bachillerato) incompleta,No,No,1 o 2 veces por semana,1 o 2 veces por semana,Todos o casi todos los días,No Navega Internet,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,31,35,35,25,34.0,158,11/11/1999 12:00:00 AM,F,GENERACION E - GRATUIDAD
GUAINIA,-,,,-,,,-,,-,,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,36,30,33,31,48.0,168,01/07/2003 12:00:00 AM,F,NO
GUAINIA,Estrato 2,3 a 4,Educación profesional completa,Técnica o tecnológica completa,Si,Si,Todos o casi todos los días,3 a 5 veces por semana,1 o 2 veces por semana,Más de 3 horas,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,58,55,43,52,55.0,261,11/30/2002 12:00:00 AM,F,GENERACION E - GRATUIDAD
GUAINIA,-,,,-,,,-,,-,,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,SABATINA,38,32,38,32,38.0,176,02/05/1996 12:00:00 AM,F,GENERACION E - GRATUIDAD
GUAINIA,Sin Estrato,5 a 6,Primaria incompleta,Primaria incompleta,No,No,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,1 o 2 veces por semana,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,34,37,33,24,39.0,163,10/05/1997 12:00:00 AM,F,NO
GUAINIA,-,,,-,,,-,,-,,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,40,46,41,35,40.0,202,12/30/2000 12:00:00 AM,F,GENERACION E - GRATUIDAD
GUAINIA,-,,,-,,,-,,-,,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,25,24,33,27,30.0,137,07/13/1998 12:00:00 AM,M,NO
GUAINIA,Sin Estrato,7 a 8,Primaria incompleta,Ninguno,No,Si,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,57,50,52,48,48.0,257,01/22/2002 12:00:00 AM,M,GENERACION E - GRATUIDAD
GUAINIA,Estrato 1,3 a 4,Primaria completa,Primaria completa,No,No,1 o 2 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,49,40,45,41,43.0,218,04/28/2001 12:00:00 AM,M,GENERACION E - GRATUIDAD
GUAINIA,Estrato 1,5 a 6,Primaria incompleta,Ninguno,No,No,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,1 o 2 veces por semana,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,44,43,40,41,53.0,214,03/08/1999 12:00:00 AM,M,NO
GUAINIA,Estrato 3,5 a 6,Educación profesional completa,Secundaria (Bachillerato) incompleta,No,Si,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,57,45,38,34,41.0,217,04/03/2002 12:00:00 AM,M,NO
GUAINIA,Estrato 2,5 a 6,No sabe,Secundaria (Bachillerato) incompleta,No,No,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,53,54,42,47,37.0,240,06/26/2002 12:00:00 AM,M,GENERACION E - GRATUIDAD
GUAINIA,Estrato 1,9 o más,Ninguno,Ninguno,No,No,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,31,26,32,29,31.0,148,07/02/2000 12:00:00 AM,M,GENERACION E - GRATUIDAD
GUAINIA,Estrato 2,1 a 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,No,No,Todos o casi todos los días,3 a 5 veces por semana,1 o 2 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,59,65,57,56,50.0,293,01/31/2003 12:00:00 AM,M,NO
GUAINIA,-,7 a 8,-,,-,No,,-,,,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,60,59,62,41,53.0,277,06/28/2002 12:00:00 AM,M,GENERACION E - GRATUIDAD
GUAINIA,Sin Estrato,3 a 4,Primaria completa,Primaria incompleta,No,Si,1 o 2 veces por semana,1 o 2 veces por semana,Todos o casi todos los días,No Navega Internet,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,30,44,39,39,34.0,188,03/16/1996 12:00:00 AM,M,GENERACION E - GRATUIDAD
GUAINIA,Estrato 2,1 a 2,No Aplica,Técnica o tecnológica completa,Si,Si,3 a 5 veces por semana,Todos o casi todos los días,Todos o casi todos los días,Entre 1 y 3 horas,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,47,58,49,40,44.0,241,09/04/1999 12:00:00 AM,F,NO
GUAINIA,Estrato 1,3 a 4,Secundaria (Bachillerato) incompleta,Primaria incompleta,No,No,1 o 2 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,46,58,56,43,48.0,253,11/27/2000 12:00:00 AM,M,GENERACION E - GRATUIDAD
GUAINIA,Sin Estrato,5 a 6,Primaria completa,Primaria incompleta,No,No,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,32,44,34,46,32.0,192,10/03/1990 12:00:00 AM,M,GENERACION E - GRATUIDAD
GUAINIA,Estrato 2,3 a 4,Primaria incompleta,Secundaria (Bachillerato) completa,Si,Si,1 o 2 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,57,68,66,61,51.0,310,12/13/2000 12:00:00 AM,M,GENERACION E - EXCELENCIA DEPARTAMENTAL
GUAINIA,Estrato 3,5 a 6,Secundaria (Bachillerato) completa,Educación profesional incompleta,Si,No,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,29,34,30,34,38.0,161,10/01/1996 12:00:00 AM,M,GENERACION E - GRATUIDAD
GUAINIA,Sin Estrato,9 o más,Secundaria (Bachillerato) incompleta,Primaria incompleta,No,No,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,No Navega Internet,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,24,37,26,31,33.0,149,04/01/1994 12:00:00 AM,F,GENERACION E - GRATUIDAD
GUAINIA,Estrato 1,7 a 8,Primaria incompleta,Primaria incompleta,No,No,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Entre 30 y 60 minutos,MIXTO,OFICIAL,A,ACADÉMICO,MAÑANA,44,49,46,45,40.0,228,05/28/1999 12:00:00 AM,F,GENERACION E - GRATUIDAD
GUAINIA,Estrato 1,3 a 4,Técnica o tecnológica completa,Primaria incompleta,No,No,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,30 minutos o menos,MIXTO,OFICIAL,A,TÉCNICO/ACADÉMICO,MAÑANA,50,45,32,35,32.0,199,06/28/2001 12:00:00 AM,F,GENERACION E - GRATUIDAD
